year,mergecode,totaltest,mathpass,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,white,black,hispanic,lowincome,totalenroll,year_21,state
21,3135-2569indiana,334,40.42,180726001221,0.62,0.11,0.27,0.42,0,3135indiana,78.94,8.67,5.03,22.08,1372,1,indiana
17,3145-2585indiana,89,40.45,180312000410,0.0,0.0,1.0,0.0,0,3145indiana,96.94,0.47,1.41,25.88,425,0,indiana
18,3145-2585indiana,112,53.57,180312000410,0.0,0.0,1.0,0.0,0,3145indiana,96.17,0.72,2.15,30.38,418,0,indiana
19,3145-2585indiana,86,50.0,180312000410,0.0,0.0,1.0,0.0,0,3145indiana,95.94,0.51,2.28,26.65,394,0,indiana
21,3145-2585indiana,98,53.06,180312000410,0.22,0.08,0.69,0.19,0,3145indiana,96.46,0.0,1.77,28.61,395,1,indiana
17,3160-2613indiana,58,27.59,180372000593,0.0,0.0,1.0,0.0,0,3160indiana,94.85,0.0,1.63,12.2,369,0,indiana
18,3160-2613indiana,68,26.47,180372000593,0.0,0.0,1.0,0.0,0,3160indiana,95.69,0.0,1.62,17.25,371,0,indiana
19,3160-2613indiana,55,38.18,180372000593,0.0,0.0,1.0,0.0,0,3160indiana,96.74,0.0,0.82,18.75,368,0,indiana
21,3160-2613indiana,56,53.57,180372000593,0.0,0.0,1.0,0.0,0,3160indiana,96.02,0.0,1.99,18.75,352,1,indiana
17,3180-2629indiana,184,46.74,180069000144,0.0,0.0,1.0,0.0,0,3180indiana,96.4,0.29,2.02,37.18,694,0,indiana
18,3180-2629indiana,134,37.31,180069000144,0.0,0.0,1.0,0.0,0,3180indiana,95.24,0.14,2.74,42.14,693,0,indiana
19,3180-2629indiana,160,41.88,180069000144,0.0,0.0,1.0,0.0,0,3180indiana,95.91,0.15,2.04,37.81,685,0,indiana
21,3180-2629indiana,185,29.19,180069000144,0.05,0.16,0.78,0.19,0,3180indiana,93.32,0.73,2.76,36.28,689,1,indiana
17,3190-2640indiana,158,45.57,181036002282,0.0,0.0,1.0,0.0,0,3190indiana,90.36,0.7,2.09,36.17,716,0,indiana
18,3190-2640indiana,182,54.4,181036002282,0.0,0.0,1.0,0.0,0,3190indiana,89.4,0.57,3.87,42.84,698,0,indiana
19,3190-2640indiana,168,49.4,181036002282,0.0,0.0,1.0,0.0,0,3190indiana,89.29,0.72,3.62,44.28,691,0,indiana
21,3190-2640indiana,167,37.13,181036002282,0.03,0.03,0.95,0.04,0,3190indiana,87.77,0.55,5.77,40.38,728,1,indiana
17,3190-2670indiana,46,34.78,181036002285,0.0,0.0,1.0,0.0,0,3190indiana,95.43,0.27,1.34,37.9,372,0,indiana
18,3190-2670indiana,61,22.95,181036002285,0.0,0.0,1.0,0.0,0,3190indiana,95.1,0.82,1.09,38.15,367,0,indiana
19,3190-2670indiana,53,26.42,181036002285,0.0,0.0,1.0,0.0,0,3190indiana,94.63,0.77,1.79,40.92,391,0,indiana
21,3190-2670indiana,50,26.0,181036002285,0.03,0.03,0.95,0.04,0,3190indiana,93.77,0.62,2.49,39.25,321,1,indiana
17,3295-2731indiana,157,43.31,180810001387,0.0,0.0,1.0,0.0,0,3295indiana,94.24,1.6,2.24,14.4,625,0,indiana
18,3295-2731indiana,138,55.8,180810001387,0.0,0.0,1.0,0.0,0,3295indiana,94.21,1.16,2.15,15.87,605,0,indiana
19,3295-2731indiana,134,57.46,180810001387,0.0,0.0,1.0,0.0,0,3295indiana,93.73,0.85,2.37,17.97,590,0,indiana
21,3295-2731indiana,144,38.89,180810001387,0.03,0.05,0.92,0.07,0,3295indiana,94.5,0.17,1.55,16.49,582,1,indiana
17,3305-2709indiana,659,64.8,180102000176,0.0,0.0,1.0,0.0,0,3305indiana,77.51,11.49,4.5,21.88,2646,0,indiana
18,3305-2709indiana,662,64.5,180102000176,0.0,0.0,1.0,0.0,0,3305indiana,74.95,12.43,5.42,24.05,2711,0,indiana
19,3305-2709indiana,652,56.29,180102000176,0.0,0.0,1.0,0.0,0,3305indiana,73.61,12.61,5.99,23.84,2823,0,indiana
21,3305-2709indiana,699,60.37,180102000176,0.0,0.0,1.0,0.0,0,3305indiana,70.79,13.76,7.07,23.7,2886,1,indiana
17,3315-2737indiana,812,46.31,180027000057,0.0,0.0,1.0,0.0,0,3315indiana,69.52,12.9,7.98,23.12,2907,0,indiana
18,3315-2737indiana,731,48.02,180027000057,0.0,0.0,1.0,0.0,0,3315indiana,68.76,12.65,9.01,25.34,2987,0,indiana
19,3315-2737indiana,750,43.73,180027000057,0.0,0.0,1.0,0.0,0,3315indiana,66.43,14.09,9.5,27.44,3116,0,indiana
21,3315-2737indiana,758,44.46,180027000057,0.14,0.11,0.75,0.18,0,3315indiana,61.2,17.28,10.37,29.37,3201,1,indiana
17,3325-2741indiana,202,40.1,180255000304,0.0,0.0,1.0,0.0,0,3325indiana,92.81,1.26,1.51,21.31,793,0,indiana
18,3325-2741indiana,227,44.49,180255000304,0.0,0.0,1.0,0.0,0,3325indiana,91.9,1.37,1.5,25.94,802,0,indiana
19,3325-2741indiana,171,36.84,180255000304,0.0,0.0,1.0,0.0,0,3325indiana,91.16,2.12,1.49,24.91,803,0,indiana
21,3325-2741indiana,174,41.38,180255000304,0.0,0.0,1.0,0.0,0,3325indiana,92.32,1.89,1.48,23.85,742,1,indiana
17,3330-2749indiana,432,50.69,180897001494,0.0,0.0,1.0,0.0,0,3330indiana,87.48,2.92,3.53,22.31,1645,0,indiana
18,3330-2749indiana,430,52.09,180897001494,0.0,0.0,1.0,0.0,0,3330indiana,86.9,2.39,4.25,24.46,1672,0,indiana
19,3330-2749indiana,404,64.36,180897001494,0.0,0.0,1.0,0.0,0,3330indiana,84.8,3.52,4.75,23.36,1704,0,indiana
21,3330-2749indiana,431,59.4,180897001494,0.0,0.0,1.0,0.0,0,3330indiana,82.22,3.99,5.93,23.02,1755,1,indiana
17,3335-2692indiana,114,50.0,180666001171,0.0,0.0,1.0,0.0,0,3335indiana,94.75,0.0,1.09,22.76,457,0,indiana
18,3335-2692indiana,102,39.22,180666001171,0.0,0.0,1.0,0.0,0,3335indiana,93.87,0.22,1.53,21.44,457,0,indiana
19,3335-2692indiana,103,53.4,180666001171,0.0,0.0,1.0,0.0,0,3335indiana,94.43,0.0,1.86,22.04,431,0,indiana
21,3335-2692indiana,123,49.59,180666001171,0.0,0.0,1.0,0.0,0,3335indiana,93.15,0.6,2.22,23.79,496,1,indiana
17,3405-2801indiana,45,24.44,180066000141,0.0,0.0,1.0,0.0,0,3405indiana,98.21,0.36,0.36,41.07,280,0,indiana
18,3405-2801indiana,43,13.95,180066000141,0.0,0.0,1.0,0.0,0,3405indiana,97.45,0.0,0.73,36.5,274,0,indiana
19,3405-2801indiana,47,31.91,180066000141,0.0,0.0,1.0,0.0,0,3405indiana,95.9,0.34,1.02,41.64,293,0,indiana
21,3405-2801indiana,39,20.51,180066000141,0.05,0.11,0.84,0.14,0,3405indiana,93.88,0.0,2.04,32.31,294,1,indiana
17,3415-2773indiana,70,22.86,181038001702,0.0,0.0,1.0,0.0,0,3415indiana,96.59,0.0,0.98,39.27,410,0,indiana
18,3415-2773indiana,55,20.0,181038001702,0.0,0.0,1.0,0.0,0,3415indiana,96.44,0.0,1.34,41.65,449,0,indiana
19,3415-2773indiana,58,29.31,181038001702,0.0,0.0,1.0,0.0,0,3415indiana,95.61,0.0,1.71,45.37,410,0,indiana
21,3415-2773indiana,63,26.98,181038001702,0.0,0.0,1.0,0.0,0,3415indiana,95.88,0.0,1.83,38.9,437,1,indiana
17,3435-2817indiana,121,47.11,180828001420,0.0,0.0,1.0,0.0,0,3435indiana,95.93,0.0,1.58,28.73,442,0,indiana
18,3435-2817indiana,105,34.29,180828001420,0.0,0.0,1.0,0.0,0,3435indiana,95.96,0.0,1.12,34.75,446,0,indiana
19,3435-2817indiana,108,35.19,180828001420,0.0,0.0,1.0,0.0,0,3435indiana,94.24,0.44,1.77,28.6,451,0,indiana
21,3435-2817indiana,100,43.0,180828001420,0.0,0.0,1.0,0.0,0,3435indiana,94.26,0.48,1.91,27.75,418,1,indiana
17,3445-2825indiana,235,37.45,180744001290,0.0,0.0,1.0,0.0,0,3445indiana,91.11,1.07,3.42,44.43,1024,0,indiana
18,3445-2825indiana,240,27.92,180744001290,0.0,0.0,1.0,0.0,0,3445indiana,90.58,1.22,3.24,50.76,987,0,indiana
19,3445-2825indiana,219,32.42,180744001290,0.0,0.0,1.0,0.0,0,3445indiana,90.44,1.64,3.7,50.05,973,0,indiana
21,3445-2825indiana,186,25.81,180744001290,0.03,0.22,0.76,0.23,0,3445indiana,90.22,0.88,3.85,47.03,910,1,indiana
17,3460-2894indiana,63,39.68,181125001814,0.0,0.0,1.0,0.0,0,3460indiana,77.72,6.54,5.08,42.86,413,0,indiana
18,3460-2894indiana,99,29.29,181125001814,0.0,0.0,1.0,0.0,0,3460indiana,76.12,5.97,6.97,46.02,402,0,indiana
19,3460-2894indiana,80,38.75,181125001814,0.0,0.0,1.0,0.0,0,3460indiana,76.52,7.39,5.8,45.91,379,0,indiana
21,3460-2894indiana,68,30.88,181125001814,0.0,0.0,1.0,0.0,0,3460indiana,68.01,10.37,6.63,51.87,347,1,indiana
17,3470-2897indiana,149,42.28,180204000255,0.0,0.0,1.0,0.0,0,3470indiana,90.39,1.78,3.91,16.9,562,0,indiana
18,3470-2897indiana,152,51.32,180204000255,0.0,0.0,1.0,0.0,0,3470indiana,88.16,2.47,4.77,19.79,566,0,indiana
19,3470-2897indiana,145,37.24,180204000255,0.0,0.0,1.0,0.0,0,3470indiana,88.91,1.68,5.55,20.67,595,0,indiana
21,3470-2897indiana,150,53.33,180204000255,0.0,0.0,1.0,0.0,0,3470indiana,87.27,1.01,6.53,23.28,597,1,indiana
17,3480-2919indiana,121,44.63,180315000413,0.0,0.0,1.0,0.0,0,3480indiana,91.89,0.81,2.03,25.56,493,0,indiana
18,3480-2919indiana,149,63.09,180315000413,0.0,0.0,1.0,0.0,0,3480indiana,90.7,1.14,2.85,29.03,527,0,indiana
19,3480-2919indiana,138,49.28,180315000413,0.0,0.0,1.0,0.0,0,3480indiana,90.93,0.95,3.4,30.81,529,0,indiana
21,3480-2919indiana,105,44.76,180315000413,0.0,0.0,1.0,0.0,0,3480indiana,91.7,0.85,2.55,34.26,470,1,indiana
17,3490-2921indiana,219,47.03,180447000756,0.0,0.0,1.0,0.0,0,3490indiana,88.1,4.2,2.57,21.59,857,0,indiana
18,3490-2921indiana,196,43.37,180447000756,0.0,0.0,1.0,0.0,0,3490indiana,88.23,3.16,2.55,23.3,824,0,indiana
19,3490-2921indiana,190,44.21,180447000756,0.0,0.0,1.0,0.0,0,3490indiana,86.82,4.24,3.41,24.47,850,0,indiana
21,3490-2921indiana,201,40.8,180447000756,0.0,0.0,1.0,0.0,0,3490indiana,87.05,3.51,2.54,24.21,826,1,indiana
17,3500-3013indiana,416,19.95,180537000947,0.0,0.0,1.0,0.0,0,3500indiana,63.64,17.25,6.6,54.79,1774,0,indiana
18,3500-3013indiana,367,14.17,180537000947,0.0,0.0,1.0,0.0,0,3500indiana,64.45,16.98,5.88,55.47,1837,0,indiana
19,3500-3013indiana,364,14.56,180537000947,0.0,0.0,1.0,0.0,0,3500indiana,64.75,16.12,6.61,48.74,1830,0,indiana
21,3500-3013indiana,330,18.48,180537000947,0.0,0.0,1.0,0.0,0,3500indiana,64.56,16.51,6.7,49.3,1775,1,indiana
17,3625-3065indiana,364,28.3,180471000786,0.0,0.0,1.0,0.0,0,3625indiana,93.97,0.76,2.6,35.3,1575,0,indiana
18,3625-3065indiana,335,30.75,180471000786,0.0,0.0,1.0,0.0,0,3625indiana,92.61,0.79,3.5,37.66,1516,0,indiana
19,3625-3065indiana,351,26.78,180471000786,0.0,0.0,1.0,0.0,0,3625indiana,92.73,0.48,4.25,37.77,1459,0,indiana
21,3625-3065indiana,321,29.91,180471000786,0.0,0.0,1.0,0.0,0,3625indiana,91.95,0.27,4.6,36.67,1478,1,indiana
17,3675-3133indiana,384,27.34,181008001618,0.0,0.0,1.0,0.0,0,3675indiana,75.7,0.8,18.16,41.12,1498,0,indiana
18,3675-3133indiana,372,23.92,181008001618,0.0,0.0,1.0,0.0,0,3675indiana,74.35,0.74,19.95,45.94,1489,0,indiana
19,3675-3133indiana,338,27.22,181008001618,0.0,0.0,1.0,0.0,0,3675indiana,71.68,0.59,23.13,45.4,1522,0,indiana
21,3675-3133indiana,333,29.43,181008001618,0.14,0.1,0.76,0.17,0,3675indiana,63.65,0.59,31.86,46.88,1538,1,indiana
17,3695-3126indiana,134,44.78,180105000180,0.0,0.0,1.0,0.0,0,3695indiana,95.84,0.17,1.39,28.6,577,0,indiana
18,3695-3126indiana,153,43.79,180105000180,0.0,0.0,1.0,0.0,0,3695indiana,96.77,0.0,1.43,31.9,558,0,indiana
19,3695-3126indiana,123,40.65,180105000180,0.0,0.0,1.0,0.0,0,3695indiana,96.45,0.0,2.13,29.66,563,0,indiana
21,3695-3126indiana,127,40.16,180105000180,0.39,0.03,0.58,0.22,0,3695indiana,97.07,0.0,1.95,31.05,512,1,indiana
17,3710-3121indiana,34,29.41,181206001893,0.0,0.0,1.0,0.0,0,3710indiana,91.39,0.0,3.35,52.15,209,0,indiana
18,3710-3121indiana,27,7.41,181206001893,0.0,0.0,1.0,0.0,0,3710indiana,93.91,0.51,2.03,50.76,197,0,indiana
19,3710-3121indiana,29,13.79,181206001893,0.0,0.0,1.0,0.0,0,3710indiana,90.43,2.13,3.72,48.94,188,0,indiana
21,3710-3121indiana,24,8.33,181206001893,0.0,0.0,1.0,0.0,0,3710indiana,91.96,1.34,2.68,48.66,224,1,indiana
17,3785-3181indiana,249,33.73,180528000933,0.0,0.0,1.0,0.0,0,3785indiana,88.09,0.65,9.33,32.96,1083,0,indiana
18,3785-3181indiana,262,41.98,180528000933,0.0,0.0,1.0,0.0,0,3785indiana,87.62,0.85,9.74,35.16,1058,0,indiana
19,3785-3181indiana,246,32.93,180528000933,0.0,0.0,1.0,0.0,0,3785indiana,87.03,0.86,10.09,38.52,1041,0,indiana
21,3785-3181indiana,240,44.17,180528000933,0.05,0.03,0.92,0.05,0,3785indiana,87.76,0.1,10.48,36.04,1021,1,indiana
17,3815-3201indiana,124,31.45,180942001543,0.0,0.0,1.0,0.0,0,3815indiana,91.53,0.38,6.4,38.04,531,0,indiana
18,3815-3201indiana,116,34.48,180942001543,0.0,0.0,1.0,0.0,0,3815indiana,89.2,0.2,8.2,44.6,500,0,indiana
19,3815-3201indiana,115,22.61,180942001543,0.0,0.0,1.0,0.0,0,3815indiana,86.57,0.4,10.22,43.49,499,0,indiana
21,3815-3201indiana,115,31.3,180942001543,0.0,0.05,0.95,0.05,0,3815indiana,82.46,0.0,14.52,36.9,496,1,indiana
17,3945-3239indiana,248,33.87,180498000914,0.0,0.0,1.0,0.0,0,3945indiana,92.92,0.19,4.19,48.65,1073,0,indiana
18,3945-3239indiana,256,34.77,180498000914,0.0,0.0,1.0,0.0,0,3945indiana,91.94,0.2,5.8,50.2,1018,0,indiana
19,3945-3239indiana,208,24.52,180498000914,0.0,0.0,1.0,0.0,0,3945indiana,91.43,0.5,6.18,41.18,1003,0,indiana
21,3945-3239indiana,202,38.12,180498000914,0.0,0.05,0.95,0.05,0,3945indiana,89.23,0.22,8.84,43.91,1346,1,indiana
17,3995-3309indiana,233,21.89,180612001090,0.0,0.0,1.0,0.0,0,3995indiana,89.54,1.97,4.14,43.27,966,0,indiana
18,3995-3309indiana,186,28.49,180612001090,0.0,0.0,1.0,0.0,0,3995indiana,88.45,1.96,4.47,44.34,918,0,indiana
19,3995-3309indiana,184,26.09,180612001090,0.0,0.0,1.0,0.0,0,3995indiana,88.7,1.94,4.68,41.67,876,0,indiana
21,3995-3309indiana,163,26.99,180612001090,0.0,0.0,1.0,0.0,0,3995indiana,89.46,1.41,4.37,39.07,778,1,indiana
17,4000-3337indiana,89,34.83,181080001767,0.0,0.0,1.0,0.0,0,4000indiana,95.26,0.28,2.79,45.96,359,0,indiana
18,4000-3337indiana,71,19.72,181080001767,0.0,0.0,1.0,0.0,0,4000indiana,92.89,1.05,2.63,45.53,380,0,indiana
19,4000-3337indiana,90,18.89,181080001767,0.0,0.0,1.0,0.0,0,4000indiana,92.51,0.8,2.94,42.51,374,0,indiana
21,4000-3337indiana,97,15.46,181080001767,0.03,0.11,0.86,0.12,0,4000indiana,90.48,0.53,4.23,46.3,378,1,indiana
17,4015-3345indiana,305,34.75,180519000923,0.0,0.0,1.0,0.0,0,4015indiana,93.54,0.53,3.6,48.57,1332,0,indiana
18,4015-3345indiana,312,28.21,180519000923,0.0,0.0,1.0,0.0,0,4015indiana,93.06,0.41,4.08,48.24,1225,0,indiana
19,4015-3345indiana,256,23.44,180519000923,0.0,0.0,1.0,0.0,0,4015indiana,92.68,0.0,4.74,48.63,1203,0,indiana
21,4015-3345indiana,248,25.0,180519000923,0.18,0.13,0.69,0.22,0,4015indiana,89.42,0.17,7.39,48.93,1163,1,indiana
17,4145-3421indiana,452,36.73,180189000246,0.0,0.0,1.0,0.0,0,4145indiana,83.33,2.54,4.87,40.69,1848,0,indiana
18,4145-3421indiana,447,32.66,180189000246,0.0,0.0,1.0,0.0,0,4145indiana,80.45,2.85,5.18,41.94,1893,0,indiana
19,4145-3421indiana,465,36.13,180189000246,0.0,0.0,1.0,0.0,0,4145indiana,77.85,3.28,6.2,38.51,1919,0,indiana
21,4145-3421indiana,459,38.78,180189000246,0.0,0.0,1.0,0.0,0,4145indiana,73.71,4.27,6.66,39.91,2012,1,indiana
17,4205-3437indiana,579,50.95,180144000209,0.0,0.0,1.0,0.0,0,4205indiana,88.28,1.84,3.84,16.68,2500,0,indiana
18,4205-3437indiana,624,63.62,180144000209,0.0,0.0,1.0,0.0,0,4205indiana,87.17,1.92,3.93,18.68,2494,0,indiana
19,4205-3437indiana,610,60.33,180144000209,0.0,0.0,1.0,0.0,0,4205indiana,85.84,1.75,4.8,18.72,2521,0,indiana
21,4205-3437indiana,628,52.39,180144000209,0.0,0.0,1.0,0.0,0,4205indiana,84.07,3.12,5.07,16.27,2624,1,indiana
17,4215-3447indiana,65,23.08,180324000422,0.0,0.0,1.0,0.0,0,4215indiana,91.45,0.0,4.46,53.53,269,0,indiana
18,4215-3447indiana,56,35.71,180324000422,0.0,0.0,1.0,0.0,0,4215indiana,90.46,0.0,4.98,57.68,241,0,indiana
19,4215-3447indiana,58,31.03,180324000422,0.0,0.0,1.0,0.0,0,4215indiana,90.08,0.0,7.02,57.85,242,0,indiana
21,4215-3447indiana,47,27.66,180324000422,0.0,0.0,1.0,0.0,0,4215indiana,92.61,0.0,4.35,60.0,230,1,indiana
17,4225-3445indiana,377,31.56,180369000581,0.0,0.0,1.0,0.0,0,4225indiana,89.04,1.83,4.7,34.7,1533,0,indiana
18,4225-3445indiana,375,35.73,180369000581,0.0,0.0,1.0,0.0,0,4225indiana,88.85,1.79,4.36,33.78,1560,0,indiana
19,4225-3445indiana,369,31.71,180369000581,0.0,0.0,1.0,0.0,0,4225indiana,87.67,1.26,5.35,35.16,1590,0,indiana
21,4225-3445indiana,374,28.07,180369000581,0.58,0.0,0.42,0.29,0,4225indiana,86.22,1.77,6.07,32.93,1582,1,indiana
17,4245-3473indiana,289,46.37,180411000709,0.0,0.0,1.0,0.0,0,4245indiana,81.86,2.64,7.75,35.2,1213,0,indiana
18,4245-3473indiana,293,45.39,180411000709,0.0,0.0,1.0,0.0,0,4245indiana,81.67,2.41,8.36,35.53,1244,0,indiana
19,4245-3473indiana,286,46.85,180411000709,0.0,0.0,1.0,0.0,0,4245indiana,81.53,2.39,7.88,35.75,1256,0,indiana
21,4245-3473indiana,294,37.76,180411000709,0.24,0.13,0.63,0.25,0,4245indiana,78.34,4.1,9.68,39.05,1219,1,indiana
17,4255-3419indiana,164,32.93,180762001303,0.0,0.0,1.0,0.0,0,4255indiana,95.56,0.32,1.58,25.04,631,0,indiana
18,4255-3419indiana,146,34.25,180762001303,0.0,0.0,1.0,0.0,0,4255indiana,96.12,0.62,0.47,29.15,645,0,indiana
19,4255-3419indiana,131,38.17,180762001303,0.0,0.0,1.0,0.0,0,4255indiana,95.11,0.82,1.14,31.81,613,0,indiana
21,4255-3419indiana,130,34.62,180762001303,0.35,0.0,0.65,0.18,0,4255indiana,96.07,0.34,1.71,28.38,585,1,indiana
17,4315-3537indiana,112,23.21,180783001334,0.0,0.0,1.0,0.0,0,4315indiana,96.13,1.01,2.18,54.45,595,0,indiana
18,4315-3537indiana,97,17.53,180783001334,0.0,0.0,1.0,0.0,0,4315indiana,95.89,0.99,2.13,55.99,609,0,indiana
19,4315-3537indiana,87,27.59,180783001334,0.0,0.0,1.0,0.0,0,4315indiana,95.71,0.83,2.48,56.6,606,0,indiana
21,4315-3537indiana,84,40.48,180783001334,0.05,0.05,0.89,0.08,0,4315indiana,94.61,0.0,4.41,55.39,612,1,indiana
17,4325-3490indiana,90,44.44,181041001706,0.0,0.0,1.0,0.0,0,4325indiana,96.87,0.18,1.84,26.7,543,0,indiana
18,4325-3490indiana,106,53.77,181041001706,0.0,0.0,1.0,0.0,0,4325indiana,96.54,0.18,1.46,30.24,549,0,indiana
19,4325-3490indiana,79,43.04,181041001706,0.0,0.0,1.0,0.0,0,4325indiana,96.59,0.0,1.61,30.11,558,0,indiana
21,4325-3490indiana,86,52.33,181041001706,0.03,0.03,0.95,0.04,0,4325indiana,96.74,0.17,1.2,28.64,583,1,indiana
17,4335-3553indiana,169,31.95,181212001931,0.0,0.0,1.0,0.0,0,4335indiana,88.27,1.68,3.77,47.49,716,0,indiana
18,4335-3553indiana,154,33.77,181212001931,0.0,0.0,1.0,0.0,0,4335indiana,87.89,1.48,4.44,51.95,743,0,indiana
19,4335-3553indiana,190,32.11,181212001931,0.0,0.0,1.0,0.0,0,4335indiana,88.04,1.9,4.76,52.17,736,0,indiana
21,4335-3553indiana,145,24.83,181212001931,0.0,0.0,1.0,0.0,0,4335indiana,85.39,2.57,5.62,49.28,623,1,indiana
17,4345-3639indiana,250,34.8,180555001007,0.0,0.0,1.0,0.0,0,4345indiana,85.5,0.21,11.22,33.12,945,0,indiana
18,4345-3639indiana,204,29.9,180555001007,0.0,0.0,1.0,0.0,0,4345indiana,84.84,0.33,11.76,38.24,910,0,indiana
19,4345-3639indiana,201,28.36,180555001007,0.0,0.0,1.0,0.0,0,4345indiana,84.03,0.64,11.4,35.57,939,0,indiana
21,4345-3639indiana,218,27.06,180555001007,0.0,0.0,1.0,0.0,0,4345indiana,84.62,0.53,11.17,38.25,949,1,indiana
17,4415-3647indiana,543,35.17,181242001999,0.0,0.0,1.0,0.0,0,4415indiana,75.69,2.25,19.26,39.98,2176,0,indiana
18,4415-3647indiana,500,36.4,181242001999,0.0,0.0,1.0,0.0,0,4415indiana,73.25,1.84,21.84,43.73,2120,0,indiana
19,4415-3647indiana,475,35.37,181242001999,0.0,0.0,1.0,0.0,0,4415indiana,72.67,1.65,21.51,42.17,2115,0,indiana
21,4415-3647indiana,508,37.8,181242001999,0.0,0.0,1.0,0.0,0,4415indiana,70.25,1.89,23.27,40.78,2067,1,indiana
17,4445-3602indiana,147,33.33,181137001839,0.0,0.0,1.0,0.0,0,4445indiana,82.02,0.34,11.6,49.08,595,0,indiana
18,4445-3602indiana,118,25.42,181137001839,0.0,0.0,1.0,0.0,0,4445indiana,82.05,0.51,11.79,49.57,585,0,indiana
19,4445-3602indiana,127,31.5,181137001839,0.0,0.0,1.0,0.0,0,4445indiana,80.51,0.37,13.42,47.98,544,0,indiana
21,4445-3602indiana,135,30.37,181137001839,0.03,0.05,0.92,0.06,0,4445indiana,83.19,0.18,14.01,49.91,571,1,indiana
17,4455-9191indiana,117,23.08,181323002089,0.0,0.0,1.0,0.0,0,4455indiana,91.56,1.65,4.94,33.33,486,0,indiana
18,4455-9191indiana,94,28.72,181323002089,0.0,0.0,1.0,0.0,0,4455indiana,93.29,1.16,4.17,34.26,432,0,indiana
19,4455-9191indiana,96,23.96,181323002089,0.0,0.0,1.0,0.0,0,4455indiana,92.8,0.92,4.29,38.28,653,0,indiana
21,4455-9191indiana,105,29.52,181323002089,0.0,0.0,1.0,0.0,0,4455indiana,92.04,1.33,4.81,34.99,603,1,indiana
17,4515-3690indiana,98,59.18,180930001526,0.0,0.0,1.0,0.0,0,4515indiana,89.64,0.72,3.61,31.33,415,0,indiana
18,4515-3690indiana,111,35.14,180930001526,0.0,0.0,1.0,0.0,0,4515indiana,89.83,0.48,3.87,32.45,413,0,indiana
19,4515-3690indiana,94,41.49,180930001526,0.0,0.0,1.0,0.0,0,4515indiana,91.3,0.48,3.14,34.54,414,0,indiana
21,4515-3690indiana,96,52.08,180930001526,0.0,0.0,1.0,0.0,0,4515indiana,90.89,0.96,4.56,29.74,417,1,indiana
17,4525-3697indiana,112,63.39,181311002079,0.0,0.0,1.0,0.0,0,4525indiana,92.96,1.13,3.52,29.56,795,0,indiana
18,4525-3697indiana,92,60.87,181311002079,0.0,0.0,1.0,0.0,0,4525indiana,92.86,1.11,4.06,29.19,812,0,indiana
19,4525-3697indiana,90,68.89,181311002079,0.0,0.0,1.0,0.0,0,4525indiana,93.17,0.38,4.55,29.46,791,0,indiana
21,4525-3697indiana,84,42.86,181311002079,0.0,0.0,1.0,0.0,0,4525indiana,92.08,0.41,5.33,27.73,732,1,indiana
17,4535-3730indiana,149,27.52,180552000996,0.0,0.0,1.0,0.0,0,4535indiana,75.43,1.56,19.2,45.5,578,0,indiana
18,4535-3730indiana,138,23.19,180552000996,0.0,0.0,1.0,0.0,0,4535indiana,75.18,1.8,18.88,43.88,556,0,indiana
19,4535-3730indiana,131,21.37,180552000996,0.0,0.0,1.0,0.0,0,4535indiana,73.31,1.73,20.62,50.78,577,0,indiana
21,4535-3730indiana,148,25.68,180552000996,0.0,0.0,1.0,0.0,0,4535indiana,72.98,0.47,21.99,41.29,855,1,indiana
17,4580-3785indiana,174,30.46,180435000753,0.0,0.0,1.0,0.0,0,4580indiana,83.09,1.32,11.32,18.09,680,0,indiana
18,4580-3785indiana,162,27.78,180435000753,0.0,0.0,1.0,0.0,0,4580indiana,82.63,1.12,10.78,23.39,714,0,indiana
19,4580-3785indiana,191,26.7,180435000753,0.0,0.0,1.0,0.0,0,4580indiana,81.52,1.83,11.28,20.17,709,0,indiana
21,4580-3785indiana,169,48.52,180435000753,0.0,0.0,1.0,0.0,0,4580indiana,79.28,2.94,12.03,17.38,748,1,indiana
17,4590-3791indiana,122,33.61,180462000781,0.0,0.0,1.0,0.0,0,4590indiana,42.6,8.43,43.28,76.99,439,0,indiana
18,4590-3791indiana,106,13.21,180462000781,0.0,0.0,1.0,0.0,0,4590indiana,42.66,10.87,39.84,64.79,497,0,indiana
19,4590-3791indiana,114,16.67,180462000781,0.0,0.0,1.0,0.0,0,4590indiana,45.45,11.09,37.09,68.55,550,0,indiana
21,4590-3791indiana,112,9.82,180462000781,0.0,1.0,0.0,1.0,0,4590indiana,40.72,12.18,40.12,68.66,501,1,indiana
17,4600-3809indiana,345,13.91,180969001586,0.0,0.0,1.0,0.0,0,4600indiana,11.38,66.32,16.84,55.53,2215,0,indiana
18,4600-3809indiana,538,18.4,180969001586,0.0,0.0,1.0,0.0,0,4600indiana,10.36,65.95,17.92,61.37,2182,0,indiana
19,4600-3809indiana,508,14.96,180969001586,0.0,0.0,1.0,0.0,0,4600indiana,10.24,64.84,19.2,59.72,2187,0,indiana
21,4600-3809indiana,497,18.51,180969001586,0.0,1.0,0.0,1.0,0,4600indiana,9.64,65.58,18.84,59.2,2022,1,indiana
